,作者名字,分数,评论次数,评论,date
298,嘤语八级嘤嘤嘤,10,0,《工作细胞》不得不说岛国人脑洞真的大，继蟑螂，章鱼萌化以后，终于开始向人体迈步了。血小板敲萌的。。。真的以后我要少受点伤，这么萌的血小板舍不得让她们受苦，还有为什么体内的细胞都谈恋爱了，而我还是个单身,2018-07-07 17:11:47
299,彤二三三,10,0,这种番我吹爆！！！太有意思了！超级喜欢了！！！,2018-07-07 17:11:48
300,结城-而行,10,0,第一话，相当满意,2018-07-07 17:11:49
301,苟老仙,10,0,第一集观感极佳，强推,2018-07-07 17:12:05
302,爱上琴真是太好了,10,0,我tm看爆,2018-07-07 17:12:15
303,_旧夢,10,0,非常棒,2018-07-07 17:12:17
304,蛤我是橘子,10,0,医学狗想问为什么这部番没有早点出来•ᴗ•,2018-07-07 17:12:32
305,黑白の君主,10,0,妈妈再也不用担心我的生物不好了。,2018-07-07 17:12:43
306,章鱼啊哈哈,10,0,nice,2018-07-07 17:13:18
307,pc7777,10,0,脑洞满分，看得我们医学生热泪盈眶(*'▽'*),2018-07-07 17:13:23
308,矢工部木乃,10,0,谁睡谁是狗∪･ω･∪,2018-07-07 17:13:31
309,少茵in,10,0,五星不解释,2018-07-07 17:13:39
310,荒城灰羽,10,0,啊啊啊超好看！白细胞好帅啊qwq(糟糕是心动的感觉)承包血小板！！！,2018-07-07 17:14:00
311,紫藤月月,10,0,b细胞是什么小可爱？！怎么会有这么可爱的人啊呜呜呜呜呜,2018-07-07 17:14:09
312,花嫁呀花嫁,10,0,不要有奇怪的想发。,2018-07-07 17:14:15
313,TYTYTTY,10,0,吹爆,2018-07-07 17:14:33
314,ASANO千里,10,0,看了这个漫画以后感触良多，每当生活不顺或者是正在生病的时候都会想到有这些细胞们陪着你，关爱你。为什么你还不能更加积极的面对生活呢!!!,2018-07-07 17:14:42
315,本尼扎克,10,0,人设很好，画风很棒，真心希望红细胞和白细胞在一起啊啊啊,2018-07-07 17:14:44
316,御坂17316号,10,0,有趣的生物科普番，追了追了,2018-07-07 17:14:49
317,我要这名字有何用啊,10,0,看完突然想补免疫力,2018-07-07 17:14:58
318,最穷王者PIKACHU,10,0,好萌啊，剧情不错，具有科普意义，画风也很好看，拟人化赛高~,2018-07-07 17:14:58
319,机智的阿峰,10,0,血小板太他妈萌了吧！！,2018-07-07 17:15:13
320,夏色吹雪official,10,0,为了血小板，我得给五星,2018-07-07 17:15:14
321,ハートの形の雲,10,0,希望我的感冒快一点好,2018-07-07 17:15:22
322,囫,10,0,听说是狗粮番我就来了,2018-07-07 17:15:22
323,某东酱,10,0,第一集观感爆炸啊，之前确实很期待，看后觉得比想象中的还要好，这种番又不会崩，吹爆好吗！,2018-07-07 17:15:31
324,二旬Joyce,10,0,血小板萌出血ヾ(≧∪≦*)ノ〃，普及了好多知识(*Ü*)ﾉ,2018-07-07 17:15:34
325,团子老师,10,0,题材新颖，声优强大,2018-07-07 17:15:37
326,兽人阿贝,10,0,看见这些细胞如此的富有活力，真的想不好好活着都不行呢,2018-07-07 17:15:52
327,哦嘿诶啊哈蛤哦啊操,10,0,我tm吹爆！！！！,2018-07-07 17:15:56
328,德西瑞克,10,0,又治愈又燃，还能普及知识，而且作画非常好。,2018-07-07 17:15:59
329,红豆皮皮奶,10,1,超级超级好看，满足了我这个理科男在上高中时候的幻想。高中超喜欢生物课，生物成绩也很好，上生物课的时候就幻想过要是能拍成电影，反映人体内部系统细胞运作的过程那该有多好啊，没想到愿望成真了，哈哈哈赞赞赞！,2018-07-07 17:16:05
330,空幻居士,10,0,好棒,2018-07-07 17:16:07
331,bibilili小会员,10,0,意外的好看，科普同时完全不沉闷！！作者脑洞奇大23333血小板太萌了，ed还是ClariS唱得，我吹爆好吧！！,2018-07-07 17:16:12
332,呆毛丨JUSTICE灬,10,0,很棒！很有创意！,2018-07-07 17:16:18
333,终末と浮生语,10,0,有意思嘿嘿嘿;-),2018-07-07 17:16:28
334,叫我弦哥,10,1,永远不要小看岛国人民的脑洞,2018-07-07 17:16:30
335,毒手尊言,10,0,好番，把一些抽象的东西生动形象的表达了出来,2018-07-07 17:16:32
336,黑白大盗da☆ze,10,0,超级棒,2018-07-07 17:16:37
337,小梅bloveless,10,0,喜欢血小板,2018-07-07 17:17:28
338,阿狸の百合物语,10,0,生物渣一定要看看，趣味科普动漫，父母和子女能一起看的亲子番呀,2018-07-07 17:17:34
339,六十块9,10,0,强烈推荐不多说,2018-07-07 17:17:55
340,荔枝水一,6,0,好燃……目前剧情还行，期待后续吧，希望能更好一些。然后就是，要是能看到这个身体主人的样子就好了，比如细胞们在做什么战斗的时候，身体的主人外在有什么表现。,2018-07-07 17:18:04
341,AliceTrina,10,0,等了好久，看了一集没有让我失望，追到底,2018-07-07 17:18:30
342,人见人爱土拨鼠,10,0,好看有有趣，还能学知识，简直完美,2018-07-07 17:18:33
343,Shira_kumo,10,0,这番好有趣啊！！！,2018-07-07 17:18:34
344,家里蹲博士后,10,0,就凭那一群的血小板，我5星吹爆,2018-07-07 17:19:02
345,米粥丶Nice,10,0,学理的。看着非常有意思啊(๑>؂<๑）,2018-07-07 17:19:22
346,白羊萍果,10,0,特地去补了一点漫画，动漫真的没有让我失望啊！血小板太太太可爱了！继续期待啊！画风也很舒服，喜欢红血球和白血球的这对CP,2018-07-07 17:19:31
347,RickestMorty,10,0,好有趣的番，脑洞无底,2018-07-07 17:20:00
348,我真的只是个凡人,10,0,出人意外的好看！,2018-07-07 17:20:15
349,干物姬小辉夜,10,0,舒适,2018-07-07 17:20:18
350,典籍开书府,6,0,一般般,2018-07-07 17:20:42
351,今天开始做漫神,10,0,哈哈哈曾经的生物学霸又回来了。,2018-07-07 17:20:45
352,v宁v,10,0,好棒,2018-07-07 17:20:54
353,老苏的竹笋焖猪肉,10,0,其实，不要太在意B站的评分啦,2018-07-07 17:20:56
354,神前笑,10,0,各位不要熬夜了 对自己身体好点啊,2018-07-07 17:22:00
355,御坂与上条,10,0,这个风格倒是挺新鲜呢。,2018-07-07 17:22:20
356,Oo吉普莉尔oO,10,0,太可爱了,2018-07-07 17:22:20
357,浅爷最爱路路酱,10,0,妈呀近期看的最喜欢最可爱的番了！我以前也想像过身体里的每一个细胞都是富有生命的个体，千千万万的她们组成了我，但是这样科普出来真的是太可爱了啊！喜欢！,2018-07-07 17:22:23
358,六字,10,0,血小板,2018-07-07 17:22:23
359,甲胄联盟24K滴纯金,10,0,支持支持，好棒好棒，值得一看,2018-07-07 17:23:10
360,不朽菜刀,10,0,硬核科普,2018-07-07 17:23:21
361,如何证明我是黑贞德厨,10,0,爱上生物,2018-07-07 17:23:28
362,流氓头子奶油糖,10,0,好看！,2018-07-07 17:23:33
363,御坂美琴,10,0,谁不睡谁不是狗QAQ,2018-07-07 17:23:45
364,蓝得可怕的青空,10,0,科普番( ﹡ˆoˆ﹡ ),2018-07-07 17:23:47
365,340560714,10,0,学到了,2018-07-07 17:23:50
366,无敌的jian,10,0,真的棒，后悔大学没选生物.jpg,2018-07-07 17:23:56
367,凉介洗碗机,10,0,大家好，我已经被血小板可爱死了,2018-07-07 17:24:12
368,我改好名了-奖呢,10,0,文科生表示还是要重温一下嘿嘿嘿,2018-07-07 17:24:13
369,冬馬かずさ和纱,10,0,超级好看啊,2018-07-07 17:24:48
370,整合与敬神,10,0,血小板（*/∇＼*）！,2018-07-07 17:24:54
371,narutoandsasuke,10,0,真强啊，这番顺便我体内的细胞不允许谈恋爱！,2018-07-07 17:25:14
372,废萌向,10,0,不好意思 我什么也不懂 就是要给个5星好评,2018-07-07 17:25:38
373,小輪DAZE,10,0,脑洞超大啊这番2333,2018-07-07 17:25:56
374,Jojo丶讽,10,0,今天也要努力呀,2018-07-07 17:26:01
375,拉稀的日常,10,0,真的超级喜欢啊！初中生以上的学生都可以科普一下，而且很欢乐！在自己是位学生的基准来说真的非常科普了！！喜欢( ´▽｀)以后还会去学医，这部番绝对吹爆！！！！！！！！,2018-07-07 17:26:20
376,青空AosoraDaiki,10,26,太可爱了叭！！科普的时候也不显得无聊，强推！！,2018-07-07 17:26:25
377,JokerCoffee,10,0,太有意思了,2018-07-07 17:26:42
378,xx的九虎,10,0,搞笑兼科普，op，ed也很好听，作为医学生或许应该说这也是普及健康一种很不错的方法,2018-07-07 17:26:55
379,小天使包子,10,0,很有趣的番，寓教于乐的感觉,2018-07-07 17:26:58
380,吾心之守护,10,0,很不错！,2018-07-07 17:27:05
381,廣報廣聽課殭屍系,10,0,喜欢,2018-07-07 17:27:08
382,夜梦雪音,10,0,冲着血小板，五星！,2018-07-07 17:27:10
383,莫名的失落,10,0,这番必火(๑`･ᴗ･´๑)，先留名为尽。,2018-07-07 17:27:23
384,牛顿棺中惊坐起,10,0,血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板血小板......巨噬细胞巨噬细胞巨噬细胞巨噬细胞巨噬细胞巨噬细胞巨噬细胞巨噬细胞巨噬细胞......,2018-07-07 17:27:40
385,AshIuppiter,10,0,今天也要努力工作啊,2018-07-07 17:27:40
386,叫我寻染酱_,10,0,科普番！给生物带来提高！,2018-07-07 17:27:51
387,洛叫兽,2,0,还可以,2018-07-07 17:27:54
388,莫灵郡,10,0,很nice的一部番，看着白细胞莫名地热血，血小板卡哇伊！！！л̵ʱªʱªʱª (ᕑᗢᓫา∗)˒,2018-07-07 17:28:06
389,月刊少年丶胸针,10,0,nice,2018-07-07 17:28:10
390,FLANK顺,10,0,很牛逼，故事剧情也很好，人物刻画的很深刻,2018-07-07 17:28:25
391,拿破仑的翘臀,10,0,设定真的好有趣啊,2018-07-07 17:28:44
392,Nine号,10,0,不说了，5心好评,2018-07-07 17:28:46
393,枫叶飘散,10,0,看了这个对以前没有好好爱护身体感觉到深深地罪孽啊( ๑ŏ ﹏ ŏ๑ ),2018-07-07 17:28:53
394,龙不再住在这里,10,0,科普，创意,2018-07-07 17:28:58
395,麦克斯的基友杰诺,10,0,好看到无话可说,2018-07-07 17:29:11
396,佐仓双双子,10,0,你体内的细胞都在谈恋爱，你看看你,2018-07-07 17:29:20
397,玉真,10,0,超级棒,2018-07-07 17:29:23
398,J-O-G-I-O,10,0,看了之后，emmmm，我还是别修仙了,2018-07-07 17:29:50
399,露娜丶埃葵斯,10,0,脑洞大的不行，还搞笑;人设，打戏也超棒。必须5星,2018-07-07 17:29:55
400,雪舞华,10,0,我的生物有救了！！顺便说声血小板萌死了！！！,2018-07-07 17:30:17
401,一梦四,10,0,很有意思,2018-07-07 17:30:22
402,Los-StarrySky,10,0,血小板好萌！,2018-07-07 17:30:24
403,你的未昏夫,10,0,弥补了我作为生物课代表的遗憾。,2018-07-07 17:30:25
404,爱未央327,10,2,超好看，有些人刚看了一集就给两分，有点过分了吧,2018-07-07 17:30:25
405,刘有匪,10,0,医学生表示：超喜欢血小板妹子啊啊啊啊啊啊啊啊啊,2018-07-07 17:30:29
406,英语真的好难啊啊啊啊,10,0,好看(｡･ω･｡)ﾉ,2018-07-07 17:30:30
407,凤逆天殇,10,0,真的太棒了！！！！,2018-07-07 17:31:03
408,李清歌永远是我亲哥,10,0,这番我TM吹爆,2018-07-07 17:31:14
409,心随风动在哪里,10,0,不知道好不好看，但看画面和我简介感觉是个不错的动漫,2018-07-07 17:31:25
410,もっちゃう,10,0,看到动漫化消息起就一直超期待了！正片也没让人失望！科普到位，人物个性鲜明，剧情有趣。对于一直热爱生物的我来说是大福音了！也很高兴那么多人能通过这部番对生物产生兴趣。哇啊啊好想看下集啊！！！,2018-07-07 17:31:36
411,LemHydra,10,0,卡哇伊！,2018-07-07 17:31:48
412,鱼洛汀,10,0,血小板真的太可爱了啊！！！,2018-07-07 17:31:53
413,心乐OVO,10,0,周指活！,2018-07-07 17:31:55
414,克来因,10,0,医生！我需要血包！（血小板萌炸啊啊啊）,2018-07-07 17:32:05
415,我是静静谁叫我,10,0,看完第一集，莫名觉得肺好痛，然后肾也开始狂躁起来，好想养一只血小板，萌到出血。(/≧▽≦/),2018-07-07 17:32:05
416,与小童,10,0,暂停学生物,2018-07-07 17:32:40
417,颦儿邪,8,1,有创意有新意，不落俗，科普很有帮助，也让知识充满了趣味，人设讨喜，质量OK，蛮治愈蛮有意思的。我个人比较喜欢有新意的设定。,2018-07-07 17:33:15
418,西宫余弦cos,10,0,日船日枪日坦克？现在流行日细胞 细胞娘化这脑洞无敌了hahaha（打死）,2018-07-07 17:33:25
419,独望林,10,0,吹爆了，这部番,2018-07-07 17:33:34
420,巨人君基佬紫,10,0,太萌了吧，好看好看,2018-07-07 17:34:19
421,橙小貓,10,0,题材满分,2018-07-07 17:34:23
422,成年靠谱男性,10,0,超好看的，感觉如同在复习生物,2018-07-07 17:34:54
423,凝晶夫人,10,0,今天也爱上了自己,2018-07-07 17:34:57
424,繁荫成海,10,0,妈妈再也不怕我会挂科了,2018-07-07 17:35:08
425,我头像是蓝色的你的呢,10,0,首先要吐槽一下霓虹的脑洞真大啊，其次这番真好玩啊。。,2018-07-07 17:35:12
426,NpC瓦,10,0,一眼万年系列，（敲黑板）学生党看的时候也不要忘了画重点学习记忆哦,2018-07-07 17:35:14
427,小越の嫁,10,0,为我家小昭打call!\(≧▽≦)/,2018-07-07 17:35:33
428,大家都叫我先森,10,0,这真的是一个又科普又可爱的生物番,2018-07-07 17:36:34
429,孤儿院养那么多狗干嘛,10,0,霸权预定，我永远喜欢红细胞,2018-07-07 17:36:41
430,い梓川麻衣,10,0,血小板真是太可爱了！我老婆住在我身体里，天啊！！这番真的太棒了，表现手法幽默又不失科学，甚至还带着点热血，你家孩子生物及格看这个就够了！,2018-07-07 17:36:54
431,伊斯塔凛お,10,0,好看好看,2018-07-07 17:36:58
432,咸条鱼一,10,0,血小板 卡哇伊～,2018-07-07 17:36:59
433,l辉夜大小姐l,10,0,好看,2018-07-07 17:37:07
434,黄昏洗礼,10,0,我觉得还不错，追了,2018-07-07 17:37:19
435,辰ジぬべ,10,0,٩( 'ω' )و,2018-07-07 17:37:24
436,郝桑,10,0,硬壳科普生物番剧，追了生物的生命专题可以得满分（认真脸233）,2018-07-07 17:37:29
437,梦灭千百次,10,0,这番我提莫吹爆,2018-07-07 17:37:35
438,灬純白螺钉灬,10,0,好可爱啊hhhh,2018-07-07 17:37:42
439,Anibas,8,0,很有创意，也很有趣,2018-07-07 17:37:43
440,武之岳,10,0,强推漫画,2018-07-07 17:37:52
441,官方认证的卡米亚痴汉,10,1,好看是真的好看,2018-07-07 17:38:23
442,佛光普照荒川憩,10,0,期待很久终于播了第二集是血小板主场哦,2018-07-07 17:39:37
443,柠萌少女の清香,10,0,妈妈再也不用担心我生物不及格了(˶‾᷄ ⁻̫ ‾᷅˵),2018-07-07 17:39:49
444,Anoic,10,0,好可爱啊啊！！！,2018-07-07 17:39:58
445,灯子上的冰,10,0,希望多出点类似好玩的的科普番,2018-07-07 17:40:01
446,御坂12211号,10,0,吹爆,2018-07-07 17:40:14
447,知惠智,10,0,从漫画追过来，没让我失望啊！！！,2018-07-07 17:40:25
448,拜拉威,10,0,可以可以,2018-07-07 17:40:30
449,牧瀬紅筣栖,10,0,np,2018-07-07 17:40:31
450,苹煮桑,10,0,资源只有内地和台湾的，香港人民表示受到严重歧视，不开心o(´^｀)o,2018-07-07 17:40:35
451,布可布丁,10,0,好看的！！！很棒又有爱的科普番！麻麻我体内的细胞恋爱啦！！,2018-07-07 17:40:53
452,一笼晓笼包,10,0,好可爱的番，可以说是很形象了,2018-07-07 17:41:30
453,醉倚桐丶,10,0,理科生的福音 生物满分不再是梦！,2018-07-07 17:41:31
454,新一的小仙毛,10,0,好看O(∩_∩)O,2018-07-07 17:41:33
455,永远有男主的女主,10,0,看完生物满分不是梦！,2018-07-07 17:41:44
456,此yu非彼鱼,10,0,吹爆，不过名解还是记不到啊,2018-07-07 17:42:35
457,拿破仑君,10,0,啊，太可爱了，这种拟人又有意思，还能给人们科普很不错，非常好！,2018-07-07 17:42:47
458,卡库の宝气,10,0,搞笑不失热血，而又自带科普。是一部很好的寓教于乐的动漫。作为医学生看着很亲切。各位要爱惜自己的身体哦（*/∇＼*）,2018-07-07 17:42:53
459,陆山宗芳,8,0,作为一个生物专业的人，看这番的时候感觉在学知识...,2018-07-07 17:43:13
460,夜深人静见乌鸦,10,0,科普，打5星！,2018-07-07 17:43:45
461,一拳超人喵帕斯,10,1,nice   唯一一部让我看番觉得20分钟太短了的番  周指活,2018-07-07 17:43:58
462,天朝重点扶贫对象,10,0,很有趣,2018-07-07 17:44:08
463,多汁泡面,10,0,比漫画更萌，会动的红血球和血小板啊！糟了，是恋爱的感觉！~(˶‾᷄ꈊ‾᷅˵)~,2018-07-07 17:44:10
464,の伊依,10,0,生物终于有救了！！拟人很真实啊，满满的都是知识点，不妄我这个点起床看……高调承包血小板！,2018-07-07 17:44:39
465,Madwarn,10,0,我永远喜欢血小板.jpg,2018-07-07 17:45:02
466,安静の海虾,10,0,可以一边追番一边学知识 真的特别好的一部番,2018-07-07 17:45:10
467,咕哒Flamingo,10,0,七月最强番！,2018-07-07 17:45:18
468,星之-刃,10,0,特别有趣，追！,2018-07-07 17:45:22
469,紫伊战小葵,10,0,看完第一集感觉不错，白血球好帅呀(◦˙▽˙◦),2018-07-07 17:45:23
470,方解晶蓝,10,0,真香,2018-07-07 17:45:28
471,逸尘断鞅的彘,10,0,emmm......第一感觉就是好看，科普的也不错呃呃呃。,2018-07-07 17:45:30
472,GS-cosec,10,0,强烈安利！,2018-07-07 17:45:36
473,泯亡雨,10,0,想起了健康特攻队,2018-07-07 17:45:39
474,随心恸,10,0,医学生看了简直无法自拔,2018-07-07 17:45:56
475,Q弹的吧啦吧啦,10,0,好可爱！！！！！！！,2018-07-07 17:46:10
476,奏い夕雨,10,0,非常佩服作者脑洞，很有意思！期待后续！,2018-07-07 17:46:15
477,以汝为名以名为姓,10,0,牛逼这番，有了它生物能不好吗？,2018-07-07 17:46:17
478,桓武公子,10,0,超级有意思,2018-07-07 17:46:23
479,Limitless丶King,10,0,作为一名医学生，果断承包啊（一本正经科普，好评）,2018-07-07 17:46:30
480,孤睾恶魔,10,0,可爱即是正义 血小板 太可爱了 我死了,2018-07-07 17:46:54
481,Birkhoffffffff,10,0,比学到知识更重要的，是爱惜自己的身体，身体中的每个细胞在短暂的生命周期中勤勤恳恳工作，为的就是让人活下去，例如抽烟喝酒等行为，就是让他们的工作成果付诸东流，一定要爱惜身体，健康生活。,2018-07-07 17:47:35
482,玖玖归零,10,0,很新奇，作者脑洞很大哈,2018-07-07 17:47:53
